,0
0,0.8508725166320801
1,0.8658702969551086
2,0.9151195883750916
3,0.8334440588951111
4,0.861190915107727
5,0.8559018969535828
6,0.7665369510650635
7,0.8580102920532227
8,0.9124349355697632
9,0.7868863940238953
10,0.7979111671447754
11,0.8575085997581482
12,0.7948046922683716
13,0.8909971714019775
14,0.8060250878334045
15,0.8292900323867798
16,0.8062484860420227
17,0.7966826558113098
18,0.8140430450439453
19,0.8138232827186584
20,0.8378816246986389
21,0.7830363512039185
22,0.7841301560401917
23,0.7974970936775208
24,0.7969875335693359
25,0.7272148728370667
26,0.8067242503166199
27,0.7867174744606018
28,0.7672141790390015
29,0.7577409744262695
30,0.7552687525749207
31,0.7727968692779541
32,0.7542493939399719
33,0.7614144086837769
34,0.7686558961868286
35,0.7398369908332825
36,0.7381826639175415
37,0.7391077876091003
38,0.7341392636299133
39,0.807853102684021
40,0.7324836254119873
41,0.7764984369277954
42,0.7544552683830261
43,0.7164058089256287
44,0.7519022822380066
45,0.7624920010566711
46,0.7463662624359131
47,0.7096277475357056
48,0.7145333290100098
49,0.6942445039749146
50,0.7321925163269043
51,0.7392501831054688
52,0.6914088726043701
53,0.7077783942222595
54,0.685864269733429
55,0.6730598211288452
56,0.6843017339706421
57,0.701327919960022
58,0.714184045791626
59,0.650648295879364
60,0.7613804936408997
61,0.6835390329360962
62,0.7201910614967346
63,0.6854234337806702
64,0.6748996376991272
65,0.6552584767341614
66,0.6534383893013
67,0.6589934229850769
68,0.6328064799308777
69,0.6607950925827026
70,0.65787672996521
71,0.6083674430847168
72,0.652765691280365
73,0.6398356556892395
74,0.6568304896354675
75,0.6206139922142029
76,0.6308457851409912
77,0.6726025342941284
78,0.6413883566856384
79,0.6402992010116577
80,0.6115068197250366
81,0.6008935570716858
82,0.6208683848381042
83,0.6079167127609253
84,0.6090812087059021
85,0.5926649570465088
86,0.627815306186676
87,0.569057822227478
88,0.5655473470687866
89,0.5881012678146362
90,0.5487597584724426
91,0.6153738498687744
92,0.5825187563896179
93,0.6674624681472778
94,0.6091265082359314
95,0.6025036573410034
96,0.5652179718017578
97,0.5529443621635437
98,0.5547770261764526
99,0.5674566626548767
100,0.545573353767395
101,0.5758930444717407
102,0.5378681421279907
103,0.5342212319374084
104,0.5228172540664673
105,0.5313462018966675
106,0.5730413794517517
107,0.5261637568473816
108,0.570868968963623
109,0.5462741851806641
110,0.4789440929889679
111,0.5182563662528992
112,0.6234018802642822
113,0.4793072044849396
114,0.5805487632751465
115,0.5288529992103577
116,0.474714994430542
117,0.5142924785614014
118,0.4715149700641632
119,0.5189725160598755
120,0.5563396215438843
121,0.4611525237560272
122,0.49947652220726013
123,0.4586688280105591
124,0.44515904784202576
125,0.4901893436908722
126,0.43721485137939453
127,0.5371189713478088
128,0.4839664399623871
129,0.44979149103164673
130,0.39244696497917175
131,0.46799129247665405
132,0.4209710657596588
133,0.41023170948028564
134,0.49308380484580994
135,0.4362431764602661
136,0.41626667976379395
137,0.47259682416915894
138,0.3110983073711395
139,0.4751308560371399
140,0.4401112496852875
141,0.4335169196128845
142,0.38265785574913025
143,0.4719686508178711
144,0.36560845375061035
145,0.4991295039653778
146,0.4664362668991089
147,0.4109351336956024
148,0.33195528388023376
149,0.44527387619018555
150,0.3840683102607727
151,0.3728635311126709
152,0.5106546878814697
153,0.401398628950119
154,0.4476913809776306
155,0.35069766640663147
156,0.3544524610042572
157,0.3702961504459381
158,0.3588941991329193
159,0.31687217950820923
160,0.33711981773376465
161,0.3699950575828552
162,0.27783361077308655
163,0.3663724362850189
164,0.40866395831108093
165,0.3940610885620117
166,0.393953800201416
167,0.35631558299064636
168,0.4453203082084656
169,0.33559221029281616
170,0.29772719740867615
171,0.36595797538757324
172,0.3251391053199768
