,0
429,798.3358154296875
430,823.3822021484375
431,877.129150390625
432,861.2386474609375
433,834.5782470703125
434,853.9822387695312
435,895.7902221679688
436,792.6115112304688
437,898.8705444335938
438,900.204833984375
439,816.7566528320312
440,924.684326171875
441,790.3080444335938
442,802.0026245117188
443,881.370849609375
444,834.296875
445,855.7178955078125
446,836.9667358398438
447,863.1498413085938
448,942.0579223632812
449,762.8115844726562
450,845.6167602539062
451,853.9766235351562
452,848.96435546875
453,926.4371337890625
454,846.444091796875
455,859.3362426757812
456,844.0160522460938
457,854.8316650390625
458,811.296142578125
459,801.4856567382812
460,810.9984130859375
461,860.9264526367188
462,818.2357788085938
463,831.0806884765625
464,915.6687622070312
465,840.6004028320312
466,817.6112670898438
467,860.7999267578125
468,849.2837524414062
469,798.4732055664062
470,911.6757202148438
471,857.1336669921875
472,807.762939453125
473,804.8787841796875
474,842.1829833984375
475,839.4459838867188
476,862.2645263671875
477,876.9595947265625
478,825.4244995117188
479,822.9899291992188
480,811.129150390625
481,866.76806640625
482,816.4025268554688
483,771.6725463867188
484,814.0465698242188
485,772.3359375
486,767.1854248046875
487,729.3944091796875
488,821.4171142578125
489,762.1317138671875
490,820.056396484375
491,739.152099609375
492,730.8765869140625
493,757.6666870117188
494,799.819091796875
495,809.5635986328125
496,781.2575073242188
497,770.2315673828125
498,759.926025390625
499,701.7055053710938
500,806.2894897460938
501,873.6922607421875
502,682.923583984375
503,778.2310180664062
504,776.5637817382812
505,795.0501708984375
506,759.6786499023438
507,729.4091796875
508,826.5353393554688
509,751.6502685546875
510,768.3455200195312
511,804.4224243164062
512,796.1469116210938
513,683.9530029296875
514,846.5792846679688
515,722.333740234375
516,857.0877685546875
517,751.6582641601562
518,724.3682861328125
519,746.7991943359375
520,753.3018188476562
521,881.4716186523438
522,754.493896484375
523,730.7669677734375
524,1048.2763671875
525,761.8323364257812
526,732.3038940429688
527,734.880615234375
528,755.08984375
529,705.5526123046875
530,736.6580200195312
531,805.7241821289062
532,1091.1380615234375
533,722.8483276367188
534,788.0082397460938
535,766.8057861328125
536,794.0232543945312
537,733.4241943359375
538,733.72412109375
539,741.2180786132812
540,747.4020385742188
541,753.8916625976562
542,736.0985107421875
543,792.5691528320312
544,705.965576171875
545,690.9614868164062
546,798.1460571289062
547,721.0223999023438
548,716.1856689453125
549,707.288330078125
550,692.0919189453125
551,725.0344848632812
552,728.2631225585938
553,762.6447143554688
554,760.0643310546875
555,699.625
556,671.7090454101562
557,751.0187377929688
558,844.2439575195312
559,817.9209594726562
560,759.5009765625
561,711.0385131835938
562,704.8200073242188
563,782.7083740234375
564,711.1793212890625
565,714.1119995117188
566,706.4896850585938
567,684.2891235351562
568,768.467529296875
569,800.371826171875
570,754.8261108398438
571,741.3364868164062
572,737.3400268554688
573,775.2264404296875
574,729.1339721679688
575,738.0206298828125
576,771.6368408203125
577,743.2762451171875
578,695.8075561523438
579,790.999755859375
580,710.6582641601562
581,672.7269897460938
582,681.6653442382812
583,756.8401489257812
584,726.9830932617188
585,728.7711791992188
586,742.1796875
587,792.5582885742188
588,680.482666015625
589,747.5283203125
590,716.2899169921875
591,752.7996826171875
592,806.94482421875
593,672.204833984375
594,689.6019897460938
595,744.7113037109375
596,758.1692504882812
597,712.2962646484375
598,739.0764770507812
599,746.4105834960938
600,776.8231811523438
601,722.7760620117188
602,760.4301147460938
603,762.9971313476562
604,714.1759033203125
605,722.0851440429688
606,737.9595336914062
607,628.6732177734375
608,788.1016235351562
609,711.37939453125
610,694.724609375
611,665.792724609375
612,696.0409545898438
613,677.6231079101562
614,741.2344970703125
615,667.3989868164062
616,640.6434326171875
617,690.5001220703125
618,747.947021484375
619,673.320556640625
620,672.4788208007812
621,680.1890869140625
622,683.27294921875
623,705.5807495117188
624,720.8168334960938
625,731.4038696289062
626,635.3602905273438
627,664.5242919921875
628,691.3611450195312
629,706.390625
630,697.06201171875
631,763.7786865234375
632,669.7500610351562
633,896.4786987304688
634,718.204833984375
635,759.915771484375
636,676.7137451171875
637,718.7969360351562
638,670.8487548828125
639,732.26318359375
640,715.2536010742188
641,653.3045043945312
642,673.2792358398438
643,692.9380493164062
644,625.9434204101562
645,674.9305419921875
646,692.6265258789062
647,702.115478515625
648,653.2685546875
649,833.1680297851562
650,667.55810546875
651,678.265625
652,759.2053833007812
653,763.5628662109375
654,643.07177734375
655,645.93994140625
656,656.2593383789062
657,650.728271484375
658,649.1909790039062
659,728.3160400390625
660,654.0807495117188
661,672.1868896484375
662,694.4891357421875
663,624.4669799804688
664,622.3141479492188
665,668.8021240234375
666,724.5515747070312
667,851.4888916015625
668,606.9776611328125
669,717.2088623046875
670,656.6173706054688
671,760.6338500976562
672,692.09814453125
673,785.3324584960938
674,611.488037109375
675,603.2494506835938
676,690.4588623046875
677,638.5877075195312
678,732.3854370117188
679,691.9716796875
680,673.6221923828125
681,711.1255493164062
682,636.0556640625
683,640.25244140625
684,697.03515625
685,561.3670654296875
686,622.2536010742188
687,696.46875
688,665.3953857421875
689,644.751220703125
690,641.7479248046875
691,653.0140991210938
692,665.8870239257812
693,708.7969360351562
694,673.6906127929688
695,666.7503051757812
696,641.6421508789062
697,711.3643188476562
698,643.5994873046875
699,642.2719116210938
700,668.8673706054688
701,612.4163208007812
702,587.9216918945312
703,607.7463989257812
704,677.1024780273438
705,701.0410766601562
706,692.3902587890625
707,667.34130859375
708,669.6755981445312
709,652.9142456054688
710,625.5770263671875
711,696.0562744140625
712,620.0184326171875
713,691.6500854492188
714,646.7408447265625
715,674.3683471679688
716,658.7609252929688
717,703.1787719726562
718,630.7675170898438
719,635.1614379882812
720,693.8804931640625
721,615.8762817382812
722,603.4281005859375
723,627.7380981445312
724,729.6058959960938
725,652.67578125
726,644.7456665039062
727,659.675048828125
728,646.2086181640625
729,569.8429565429688
730,677.486083984375
731,660.3305053710938
732,635.8896484375
733,636.1547241210938
734,648.4418334960938
735,655.7071533203125
736,651.2714233398438
737,671.1256103515625
738,601.05712890625
739,702.351806640625
740,660.5828247070312
741,623.3145141601562
742,665.9577026367188
743,641.010498046875
744,609.3026733398438
745,662.8178100585938
746,666.6124877929688
747,633.1825561523438
748,714.1472778320312
749,564.8970336914062
750,620.111572265625
751,571.3605346679688
752,600.9501342773438
753,669.8286743164062
754,610.227783203125
755,540.9088134765625
756,662.193603515625
757,607.984130859375
758,527.6472778320312
759,569.1863403320312
760,604.8504028320312
761,636.8832397460938
762,599.4420776367188
763,626.1539916992188
764,687.6983032226562
765,568.3009033203125
766,724.0538330078125
767,610.3609008789062
768,619.9802856445312
769,653.6224975585938
770,610.1617431640625
771,574.3330688476562
772,659.5532836914062
773,597.7149047851562
774,585.7794189453125
775,626.6749267578125
776,641.7546997070312
777,615.4612426757812
778,580.8820190429688
779,631.7178955078125
780,636.50390625
781,832.1498413085938
782,608.6796264648438
783,588.60498046875
784,599.6614379882812
785,610.2745361328125
786,623.2734375
787,631.0109252929688
788,612.6923217773438
789,571.5184326171875
790,573.7632446289062
791,568.4649047851562
792,619.4912109375
793,609.5360107421875
794,618.8106689453125
795,627.1802368164062
796,607.7655639648438
797,624.0265502929688
798,528.4854125976562
799,570.464599609375
800,580.7947998046875
801,606.4744262695312
802,599.9277954101562
803,595.7162475585938
804,649.6651000976562
805,589.0814208984375
806,603.8372802734375
807,588.8649291992188
808,572.3433837890625
809,702.4286499023438
810,598.1052856445312
811,661.390625
812,621.7037963867188
813,585.3382568359375
814,591.9550170898438
815,654.5448608398438
816,749.335205078125
817,683.4487915039062
818,649.4026489257812
819,553.2612915039062
820,601.0421752929688
821,622.1303100585938
822,610.2494506835938
823,586.4319458007812
824,565.9423217773438
825,635.0762329101562
826,547.3347778320312
827,623.9852294921875
828,619.8216552734375
829,676.6599731445312
830,586.7142333984375
831,559.459716796875
832,574.0009765625
833,590.3017578125
834,671.6336669921875
835,583.6243286132812
836,552.0386352539062
837,589.778076171875
838,542.7275390625
839,617.0060424804688
840,580.1258544921875
841,602.535400390625
842,600.7728271484375
843,549.5308837890625
844,537.8873901367188
845,583.006103515625
846,554.6741943359375
847,581.2313842773438
848,614.1237182617188
849,636.8688354492188
850,570.3890991210938
851,644.5079345703125
852,613.530029296875
853,664.2398681640625
854,604.010986328125
855,580.5569458007812
856,604.54052734375
857,537.5684204101562
858,574.9268188476562
859,562.1249389648438
860,693.1065063476562
861,564.50146484375
862,641.0084228515625
863,550.7770385742188
864,560.4384765625
865,559.02587890625
866,586.7313842773438
867,749.1867065429688
868,570.8530883789062
869,633.6766357421875
870,630.22021484375
871,638.1388549804688
872,533.7232055664062
873,594.6363525390625
874,633.647705078125
875,588.1039428710938
876,566.2685546875
877,595.5303344726562
878,597.21630859375
879,606.0308227539062
880,657.5518798828125
881,613.8818359375
882,601.7537231445312
883,576.1881103515625
884,589.1441650390625
885,625.6306762695312
886,611.1612548828125
887,572.4014892578125
888,568.6409912109375
889,532.6871948242188
890,556.749267578125
891,593.242919921875
892,595.0723266601562
893,521.222900390625
894,529.5570678710938
895,546.9659423828125
896,607.046630859375
897,540.4293212890625
898,581.5330200195312
899,497.4349365234375
900,554.1104125976562
901,543.8706665039062
902,559.5607299804688
903,577.7498779296875
904,616.59375
905,582.0824584960938
906,603.390625
907,558.8325805664062
908,572.0883178710938
909,605.911376953125
910,555.770263671875
911,505.46258544921875
912,530.7307739257812
913,593.5852661132812
914,575.7391967773438
915,575.9779663085938
916,542.64111328125
917,560.2986450195312
918,533.2257690429688
919,573.6060791015625
920,532.799560546875
921,600.6300659179688
922,568.4759521484375
923,558.2494506835938
924,547.773681640625
925,599.9813232421875
926,525.0653686523438
927,586.4908447265625
928,624.6226806640625
929,610.7247924804688
930,560.2791748046875
931,570.3756103515625
932,547.448974609375
933,518.2294311523438
934,629.2484130859375
935,554.7289428710938
936,580.9025268554688
937,540.2137451171875
938,525.1663208007812
939,578.1146850585938
940,569.6445922851562
941,528.699462890625
942,588.5017700195312
943,541.9318237304688
944,520.9747314453125
945,508.72503662109375
946,620.9197387695312
947,524.6177978515625
948,537.2907104492188
949,655.7985229492188
950,558.8921508789062
951,542.9818725585938
952,584.1090087890625
953,585.0038452148438
954,543.53466796875
955,525.0104370117188
956,520.5296630859375
957,620.8931274414062
958,516.959716796875
959,508.8633728027344
960,518.4198608398438
961,522.6918334960938
962,570.6531372070312
963,537.5274658203125
964,528.8485717773438
965,617.391845703125
966,622.7857055664062
967,661.5244750976562
968,535.8970947265625
969,513.8685913085938
970,557.7415161132812
971,519.5835571289062
972,505.2611083984375
973,583.7080078125
974,528.99365234375
975,554.2841796875
976,576.7955322265625
977,535.2568359375
978,528.0689086914062
979,524.6358032226562
980,493.3671569824219
981,538.792724609375
982,523.8681030273438
983,581.719970703125
984,619.15234375
985,496.75244140625
986,546.5322875976562
987,559.96826171875
988,559.6397705078125
989,580.401123046875
990,525.9527587890625
991,665.5413818359375
992,487.2471618652344
993,493.36541748046875
994,549.5216674804688
995,558.7159423828125
996,529.2786865234375
997,567.4902954101562
998,570.5486450195312
999,522.68896484375
1000,566.0313720703125
1001,601.5280151367188
1002,563.4014282226562
1003,560.4689331054688
1004,570.9705810546875
1005,552.3886108398438
1006,587.8715209960938
1007,550.9752807617188
1008,484.706298828125
1009,550.8054809570312
1010,485.3392639160156
1011,579.93701171875
1012,649.0724487304688
1013,505.2362976074219
1014,519.9530029296875
1015,481.9573669433594
1016,531.7162475585938
1017,561.240966796875
1018,518.3682250976562
1019,516.0841674804688
1020,538.8966674804688
1021,505.1658020019531
1022,513.1187744140625
1023,544.6986083984375
1024,520.974365234375
1025,517.99658203125
1026,525.3968505859375
1027,545.4557495117188
1028,553.2182006835938
1029,524.0077514648438
1030,570.19873046875
1031,559.234619140625
1032,554.6727905273438
1033,542.093017578125
1034,518.8771362304688
1035,491.00347900390625
1036,501.16656494140625
1037,561.7945556640625
1038,534.1659545898438
1039,531.7051391601562
1040,559.3375244140625
1041,524.4038696289062
1042,503.7347412109375
1043,579.409912109375
1044,534.1880493164062
1045,562.20458984375
1046,498.6025085449219
1047,495.5714111328125
1048,546.9890747070312
1049,489.92193603515625
1050,611.41064453125
1051,515.6469116210938
1052,537.5567626953125
1053,505.63165283203125
1054,493.6405029296875
1055,583.0685424804688
1056,511.3071594238281
1057,554.375244140625
1058,526.2872924804688
1059,548.07861328125
1060,532.3680419921875
1061,554.4302978515625
1062,497.2059326171875
1063,579.1536254882812
1064,538.151123046875
1065,520.6295776367188
1066,508.17132568359375
1067,497.33697509765625
1068,504.1533203125
1069,513.2161865234375
1070,509.334228515625
1071,541.7938232421875
1072,544.0164794921875
1073,566.1398315429688
1074,563.0769653320312
1075,508.1322937011719
1076,508.7349853515625
1077,505.9900207519531
1078,548.9447021484375
1079,522.7012329101562
1080,482.2663879394531
1081,552.4027709960938
1082,522.4822387695312
1083,515.0256958007812
1084,496.735595703125
1085,497.17156982421875
1086,466.5169372558594
1087,505.1897277832031
1088,561.2788696289062
1089,476.1990051269531
1090,505.1615905761719
1091,556.50537109375
1092,497.9331970214844
1093,460.2149963378906
1094,532.4025268554688
1095,581.7794799804688
1096,470.21533203125
1097,494.8966979980469
1098,541.0918579101562
1099,510.6619873046875
1100,521.6087646484375
1101,479.25860595703125
1102,448.57958984375
1103,465.6476135253906
1104,483.0870361328125
1105,490.0304870605469
1106,495.35418701171875
1107,497.06280517578125
1108,560.24951171875
1109,544.2742919921875
1110,518.7238159179688
1111,519.02490234375
1112,570.3082275390625
1113,436.7339172363281
1114,605.9960327148438
1115,505.7960510253906
1116,498.32745361328125
1117,467.0047302246094
1118,465.51190185546875
1119,469.3912048339844
1120,490.76617431640625
1121,517.0660400390625
1122,489.6391906738281
1123,521.5485229492188
1124,483.0384826660156
1125,478.4248352050781
1126,486.1263122558594
1127,498.2586975097656
1128,479.6963806152344
1129,471.2947082519531
1130,492.51287841796875
1131,475.5521240234375
1132,464.8401794433594
1133,446.5203857421875
1134,485.4844665527344
1135,497.2215576171875
1136,497.2725830078125
1137,513.261962890625
1138,509.43499755859375
1139,465.5898742675781
1140,519.2918701171875
1141,536.3165283203125
1142,512.3572387695312
1143,495.00128173828125
1144,497.53668212890625
1145,453.3555603027344
1146,493.69024658203125
1147,488.65032958984375
1148,469.46136474609375
1149,481.3889465332031
1150,490.9718322753906
1151,487.3922424316406
1152,498.0694274902344
1153,457.1185302734375
1154,517.2833251953125
1155,461.4814453125
1156,523.9334106445312
1157,468.1781005859375
1158,511.7526550292969
1159,450.569091796875
1160,461.04388427734375
1161,487.7889404296875
1162,573.5053100585938
1163,523.4671020507812
1164,460.145263671875
1165,464.33502197265625
1166,468.5177001953125
1167,445.0018615722656
1168,451.722412109375
1169,465.12933349609375
1170,397.8201904296875
1171,467.9447937011719
1172,533.1973876953125
1173,474.66180419921875
1174,497.6025085449219
1175,493.9825134277344
1176,516.7454223632812
1177,456.9904479980469
1178,479.5339050292969
1179,451.6595153808594
1180,452.22528076171875
1181,455.6116943359375
1182,496.7413330078125
1183,453.27850341796875
1184,470.1172790527344
1185,476.0490417480469
1186,515.9588012695312
1187,446.4597473144531
1188,499.8359069824219
1189,458.6907043457031
1190,519.9783325195312
1191,486.6033935546875
1192,488.71514892578125
1193,450.2314758300781
1194,486.35888671875
1195,483.45294189453125
1196,438.2958984375
1197,460.1575927734375
1198,462.32354736328125
1199,495.97430419921875
1200,460.8385314941406
1201,499.5550231933594
1202,496.8827209472656
1203,466.5631103515625
1204,451.31475830078125
1205,530.611083984375
1206,425.20159912109375
1207,461.1133728027344
1208,459.551025390625
1209,465.56072998046875
1210,480.81298828125
1211,414.0209045410156
1212,486.6982421875
1213,465.39703369140625
1214,427.0842590332031
1215,485.6614074707031
1216,492.822021484375
1217,499.6940002441406
1218,483.4374084472656
1219,498.1379699707031
1220,461.8051452636719
1221,460.7333679199219
1222,467.46630859375
1223,447.1012878417969
1224,489.5038146972656
1225,461.0214538574219
1226,490.27423095703125
1227,438.0881042480469
1228,450.5982360839844
1229,432.3507385253906
1230,454.0898132324219
1231,476.45159912109375
1232,511.775634765625
1233,418.085693359375
1234,414.1568603515625
1235,448.1560363769531
1236,439.785888671875
1237,436.6061096191406
1238,470.9893798828125
1239,508.6825256347656
1240,435.9993896484375
1241,470.59088134765625
1242,503.13201904296875
1243,502.0924072265625
1244,452.784423828125
1245,451.34222412109375
1246,462.0035400390625
1247,546.9651489257812
1248,534.99462890625
1249,467.646484375
1250,448.69805908203125
1251,503.44683837890625
1252,460.2986145019531
1253,491.9442138671875
1254,414.0115051269531
1255,441.6239929199219
1256,502.88555908203125
1257,499.9607238769531
1258,430.4073486328125
1259,472.9705810546875
1260,481.81890869140625
1261,494.45391845703125
1262,474.613037109375
1263,447.3517150878906
1264,497.1361389160156
1265,413.1888427734375
1266,451.6649475097656
1267,478.6265563964844
1268,495.7205810546875
1269,460.37274169921875
1270,490.03314208984375
1271,418.95782470703125
1272,487.2725524902344
1273,486.8094177246094
1274,525.431640625
1275,493.99481201171875
1276,502.6918640136719
1277,519.5416870117188
1278,434.39654541015625
1279,460.7322692871094
1280,473.9583435058594
1281,490.56915283203125
1282,521.2036743164062
1283,500.68170166015625
1284,455.9598083496094
1285,583.8215942382812
1286,427.1243896484375
1287,454.7951965332031
1288,433.7800598144531
1289,450.4906921386719
1290,459.31243896484375
1291,467.9289855957031
1292,411.04669189453125
1293,500.44091796875
1294,478.8405456542969
1295,439.9274597167969
1296,461.8967590332031
1297,434.35107421875
1298,465.3411865234375
1299,438.3272399902344
1300,487.52984619140625
1301,476.279296875
1302,478.2134704589844
1303,488.8612976074219
1304,462.80133056640625
1305,432.37445068359375
1306,435.7557067871094
1307,441.9715576171875
1308,434.48529052734375
1309,420.1479187011719
1310,488.09490966796875
1311,509.4070739746094
1312,453.5317687988281
1313,450.334228515625
1314,459.6822509765625
1315,452.7451477050781
1316,478.8199462890625
1317,459.7267761230469
1318,413.3571472167969
1319,402.94268798828125
1320,490.2140197753906
1321,404.1080322265625
1322,425.2889099121094
1323,400.7914733886719
1324,471.7055969238281
1325,461.9736022949219
1326,469.3744201660156
1327,448.19549560546875
1328,449.985107421875
1329,458.1762390136719
1330,483.7497253417969
1331,424.3849792480469
1332,444.0244445800781
1333,448.5765075683594
1334,468.4637451171875
1335,440.3355407714844
1336,449.3466796875
1337,446.7212829589844
1338,445.7774658203125
1339,434.3951110839844
1340,422.2895202636719
1341,406.328369140625
1342,426.6732482910156
1343,447.112548828125
1344,429.0789794921875
1345,421.4709777832031
1346,434.7310791015625
1347,461.33941650390625
1348,392.27069091796875
1349,470.46258544921875
1350,453.3575134277344
1351,441.1323547363281
1352,440.56500244140625
1353,429.6273193359375
1354,446.39239501953125
1355,425.2606201171875
1356,440.90283203125
1357,432.2607727050781
1358,454.09930419921875
1359,460.6974182128906
1360,521.151123046875
1361,468.7337341308594
1362,455.79730224609375
1363,424.752685546875
1364,451.93096923828125
1365,547.04248046875
1366,439.9090576171875
1367,486.74017333984375
1368,399.679443359375
1369,427.4015808105469
1370,420.76263427734375
1371,435.5068054199219
1372,398.5251770019531
